End_Year,N_S_2deg,Annual_DegD_Anomaly,Annual_DegD_SD,Annual_DegD_Mean,Annual_DegD_Anomaly_SE,mean_SSC_Anomaly,mean_SSC,se_SSC_Anomaly,se_SSC,median_SSC_Anomaly,mean_NDVI_Anomaly,mean_NDVI,se_NDVI_Anomaly,se_NDVI,Q_MAX_5yr,Q_Mean_norm_Annual,Q_Max_norm_Annual,Q_MEAN_5yr,Q_MAX_baseline,Q_MAX_baseline_SD,Q_MEAN_baseline,Q_MEAN_baseline_SD,Q_MAX_Anomaly,Q_MEAN_Anomaly,Perc_Lost_Anomaly,Perc_Lost_Anomaly_SE
2003,"(66,68]",-1.18380069207074,436.682113217947,5705.43206389684,0.0160881664745745,,143.68715574574,,1.77742296892553,,-0.442785169012816,0.186148898967,0.0179045201626703,0.00100903212892115,0.948774495758671,1.05795930905488,1.10172732833516,0.997124318480165,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.419807415966426,0.00337946195251223,-0.0884891124191919,0.0513412847118454
2004,"(66,68]",-1.37665525260061,438.825554526885,5662.07431179314,0.0147393095100928,-0.0528472419287019,144.584087494776,0.0192054265556542,1.79261668949572,-0.16971271911871,-0.346985278931225,0.187244998280784,0.0189729821759991,0.000981683375221131,0.960469611119117,0.902258613258943,0.992991791401426,1.00078996594151,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.282890601874713,0.0501610615866838,-0.323583603728109,0.0429820053233604
2005,"(66,68]",-0.343321171711876,388.051311899169,5894.92465980952,0.0299492039982761,-0.00902305608146439,145.887803119641,0.0208668767988807,1.81556752532877,-0.146357449341676,-0.0405752210166232,0.190839139016338,0.0198577502071568,0.000976116650153679,1.0202923494379,1.10516390130855,0.989496980121407,1.03728749185997,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.417464930192226,0.515948528373507,0.0371073854171462,0.0538477610362097
2006,"(66,68]",-0.845724459026968,424.358228499492,5783.72613907006,0.0289364377812365,0.030202529311166,146.505681284139,0.0232695749404809,1.82968831080376,-0.134123657576555,0.0942533552073574,0.192688369122188,0.0211631921551857,0.000967172341681102,1.05085430237404,1.06371885145416,1.12095421443355,1.03459501728518,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.775259197240653,0.481586722195734,-0.0142233803716955,0.0490919124440473
2007,"(66,68]",0.539741623130647,421.604111176748,6087.57117197586,0.0229556774938956,,147.209886170884,,1.8466173704413,,0.392266795563808,0.196020144544352,0.0231155601733295,0.000955795063038998,1.02170470781515,1.11013808223088,0.90335322478419,1.04784775146148,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.433999663147741,0.650720309326321,-0.0642777708970566,0.0590965314629694
2008,"(66,68]",0.714716207992701,385.986083327177,6127.63188904638,0.0257777681138381,0.215232912752089,148.593114427739,0.0396195858994603,1.85619262956477,-0.060947879223864,0.501559496718066,0.197126811654466,0.0238121701718932,0.000975388507856556,0.994301264249754,1.05733780115223,0.964710110508199,1.04772344988095,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.113182632064392,0.649133951981382,-0.233802154298364,0.0474440445259478
2009,"(66,68]",-0.381965237455581,420.090516482082,5883.9230366095,0.0163166070095097,,148.510030875189,,1.86493810815704,,0.391394009859766,0.196009758571,0.0258973285349842,0.000987597215156634,0.99126224025257,1.08351207071786,0.977796671415506,1.08397414137274,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.0776042328080689,1.11177127695938,-0.0735913725853106,0.0646053419216424
2010,"(66,68]",0.0895247486717422,405.018563598494,5989.06522136558,0.0164783310584114,0.270859732718088,148.348311669985,0.0496728743963165,1.88004228485554,-0.0696227276870092,0.233439214604409,0.194576448245679,0.0267547703920855,0.000970462550776654,0.968522779232225,0.955374581190233,0.875799675019682,1.05401627734907,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.188610717717191,0.729444057708854,0.305725750445871,0.0605936452499273
2011,"(66,68]",-0.462726558348543,389.977646098974,5869.80877266141,0.021126862774508,,148.142993882481,,1.90349205972546,,0.170116241310638,0.193812027967471,0.0283781352373375,0.00096159181232385,0.951078300238713,0.947230369524437,1.03373181946599,1.03071858096313,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.392836363524799,0.432115000231821,0.00752938543980923,0.0596534536401487
2012,"(66,68]",-0.296002476039595,423.013809360838,5904.25645697446,0.0108471067414801,0.212466075282015,147.99007174123,0.0535416939644249,1.90108109174283,-0.129416065235688,0.2496059724984,0.194593356694861,0.0304676164989779,0.000929401220912242,1.0062193559773,1.0391225136592,1.17905850347713,1.01651546724879,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.252709870496552,0.250852512131476,-0.277107199079447,0.058854595834015
2013,"(66,68]",2.12197161968578,413.754592114001,6433.78975838308,0.00809523202933244,0.128338701273648,146.106076227375,0.0524196441065474,1.889764666838,-0.219334797209767,0.582070366169807,0.197894991166262,0.0339963094217434,0.000901999599056129,1.05633032278425,1.08133372109923,1.21526494454296,1.02131465123819,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.839367950798029,0.312100492557915,-0.0222281546129562,0.053118954020192
2014,"(66,68]",2.89276642224715,455.418515674427,6608.03015024905,0.0151359287800551,,143.786035386942,,1.86783479485426,,1.01682578631325,0.202096288258785,0.0366275769202516,0.00089649499121412,1.02286913502062,0.903752166602239,0.810490732597339,0.985362670415069,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.447631821386595,-0.14672463742452,0.443929738315087,0.091140488195246
2015,"(66,68]",2.67598799545352,489.790731357555,6555.65936932218,0.0232661566127724,,141.663223613319,,1.83258952997645,,1.34057829390222,0.205110931788539,0.0392267882432619,0.000888814024165892,1.02357641603425,0.850770232382774,0.879336080087817,0.964441800653577,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.455912087127356,-0.41372024011153,0.355597688645517,0.0668070707469066
2016,"(66,68]",1.68533434148959,493.767965500269,6333.06606802393,0.0211817905720441,-0.207256645860288,140.014825340145,0.0455688849447759,1.8129933893352,-0.455314492838091,1.67087166998403,0.208338708549619,0.0418808057283473,0.000878876012113799,0.993190328710064,0.92829155399764,0.88180138284507,0.960654037548218,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.100176710355395,-0.462060299806969,0.0453357751580736,0.0635890311980679
2017,"(66,68]",0.109299990910235,544.183707819572,5982.96445613358,0.0292852597061413,-0.265972689832905,138.648020784482,0.0487012803288061,1.78775717366337,-0.503744031575694,1.73132373576051,0.209018044938724,0.0412326491423597,0.000902250978054131,0.952051988879175,0.954663603185744,0.973366804322691,0.943762255453526,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.381437215892588,-0.677636018801759,-0.192865796429886,0.0578335187739241
2018,"(66,68]",0.732353559671975,543.151329781821,6120.65089389134,0.0310767188232914,-0.296538193238949,138.529586652452,0.0485624739211289,1.81907712010676,-0.526650663087943,1.42548720450555,0.205884257213471,0.0410683195492342,0.000905353906785201,0.914296067982139,0.91827472138318,1.02648534005778,0.911150455510315,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.823452556742022,-1.09383320753302,0.0974331024326159,0.0715451260080591
2019,"(66,68]",-0.265316874560831,519.171954501763,5904.59084146106,0.0230808814739659,,136.960909890159,,1.80764731099241,,1.07014033655566,0.202299362310695,0.0416480248218646,0.000896970962818473,0.891320927779645,0.837399682107483,0.695615031584869,0.897879958611364,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-1.09242664574288,-1.2631934854701,-0.43745424893172,0.050139139159748
2020,"(66,68]",0.324199654359147,468.602203813092,6038.78782177299,0.018580386985056,-0.343088610745299,136.955905617898,0.0456169913896459,1.81397234722336,-0.605880628492008,1.076380378863,0.202536027859828,0.0420089959728046,0.000915157817454224,0.966293288496492,1.35355569837962,1.25419788367205,0.998437051810734,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.214711765819375,0.0201327819988779,-0.61536449030364,0.0559382966338643
2021,"(66,68]",0.302848966404202,446.037880327522,6030.40984140844,0.0179560020801771,,135.44467882519,,1.80033232971808,,0.952293309107969,0.201455573179455,0.0429992223763051,0.000922683959256509,1.06311956548627,1.35879126844262,1.36593276779397,1.08453699469973,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.918850833369646,1.11895450428112,-0.734250187434307,0.0496699926051096
2022,"(66,68]",-0.202871916521026,404.066213207118,5923.24275753358,0.0212593907083257,,133.911648344405,,1.79833521723812,,0.796918637254197,0.200012907697044,0.0458414887424271,0.000906555070684074,1.10558638342418,1.14718699100205,1.18570089401225,1.12304167226299,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.41601749119816,1.61035757257971,0.317887486262498,0.0764205412030115
2023,"(66,68]",1.45204134084188,406.388246880679,6287.80429344535,0.015170083658905,,130.446597304765,,1.76487128347222,,0.858042947448771,0.200864630303622,0.0514530255554482,0.00090459737775321,1.14986479037873,1.2594943864071,1.24787737483051,1.19128560526778,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.93439274671523,2.48129794121976,1.27917325983678,0.223667119010828
1990,"(64,66]",1.58462864294035,892.477268702616,5994.11200753202,0.00736499212442734,0.0678932548368045,148.813321793281,0.02305078002242,1.7578394990106,-0.0753710226106016,-0.0114758609598921,0.192531628651539,0.0231157242570861,0.000958043367710311,1.00884632153046,1.0051763217037,0.980313469103606,1.02281973754566,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.283464227609069,0.331308653133474,0.00839519933584091,0.0480676304581424
1991,"(64,66]",1.50291584099717,873.418337508058,5976.41761837845,0.00232456004634144,0.0394026385491531,147.033092328818,0.0203519838858074,1.70541785981875,-0.0871589302323852,0.00415836222213787,0.192762377898311,0.0207977916897409,0.000932728376644146,0.981125981000801,1.09124450826261,1.00988827623007,1.03269933751256,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.041062773098823,0.457393743167529,-0.209747197959073,0.0375429463592039
1992,"(64,66]",1.12729387617546,879.937182322045,5893.09393604489,0.00354802541945951,0.0338807024231419,146.690580135818,0.0188596965068294,1.72493693913241,-0.0242799000407558,-0.0263040022586923,0.192471563633266,0.0200566237017501,0.000946553136011924,1.08039722211806,1.14143236253855,1.30610435021165,1.07306396852941,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,1.12112345985401,0.972533845297446,0.482200312482884,0.0540329008910404
1993,"(64,66]",0.473607192576797,864.881128486442,5751.92059997754,0.00640299691718181,0.0249165866782033,146.02921002162,0.0175492698487655,1.7200312616989,-0.0632758604549961,0.0741148306417791,0.193556199396455,0.0173950337492606,0.000948143778219171,1.05438183089337,0.969323950513666,1.01589536491345,1.0360271135699,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.816556606594845,0.49986337201978,0.333407429714267,0.0509846582717336
1994,"(64,66]",-0.517210051178024,857.981402886563,5540.15400842208,0.0163361501673135,0.0557099863167222,146.337233121603,0.0170590353611704,1.75616492013417,0.0143705945300239,0.0325529260292182,0.193065965621197,0.0162904040886889,0.000933858329324068,1.04838962087668,0.925875342898525,0.929746643924601,1.02661049718341,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.746404728689541,0.379686955071197,0.185240026350485,0.0495269466132602
1995,"(64,66]",0.343603434808317,915.178177683752,5716.37329579957,0.0114782837633979,0.0616114497195945,147.515522343808,0.0172428467176958,1.83200686414246,0.0190320134911416,-0.0450494470978225,0.192464217462441,0.0165757521978904,0.00095749373804017,0.979658945715775,0.698617253750712,0.6366600932991,0.965298683592812,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0582376184248727,-0.402784558211043,-0.130850605585918,0.0461716394412129
1996,"(64,66]",1.44717264341645,919.448013861687,5955.0259155715,0.017739273610708,0.0694484814475151,147.383839130295,0.0170166153366451,1.81109823737285,0.0100277180006062,0.0845269599325308,0.19404822154627,0.0166832046555786,0.00101036729892706,0.983526353517611,1.05101714678146,1.02922531523925,0.957253211296582,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0129611813226181,-0.505462207329981,-0.114640283023659,0.0434774517985399
1997,"(64,66]",1.41405141361754,954.170207291161,5940.9620843607,0.0309397396685894,0.0325312907538744,146.34478631213,0.0170962571672196,1.80935656929772,-0.0290252841962361,0.308474080241252,0.196532252042068,0.0169173216713315,0.00104037290986252,0.94977283215664,1.30202508754863,1.1373367434068,0.989371756298598,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.408119712614311,-0.0955600198010625,-0.0522570735352693,0.0450842970503866
1998,"(64,66]",1.63034210598207,990.143399814857,5980.91614158561,0.0462474839616977,0.0341331182872492,145.802217994108,0.0173767560056616,1.80338835560543,-0.0585213180661956,0.422844440272964,0.197849053235542,0.0162008945707969,0.00104548963906643,0.971159842592558,1.10613934230449,1.12283041709304,1.01673483465676,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.157738143764145,0.253652115301344,0.0486530035669066,0.0417703595176022
1999,"(64,66]",1.65633299626452,988.110012625867,5992.30659417522,0.034736371763946,-0.0412447400771975,144.590382186395,0.0171235187846387,1.7808073570643,-0.11296141382126,0.278465574551363,0.196121422291346,0.0159993573213752,0.00104184546311587,0.972113756727477,0.883930375952203,0.934516214599197,1.0083458412675,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.146570499816663,0.146590393134,-0.233161919738693,0.035520860514465
2000,"(64,66]",1.12557141011645,944.320363605613,5885.62722562261,0.0171238659042103,-0.0540443127401677,143.601135027095,0.017469168649255,1.74917595329303,-0.166900851250154,-0.0183615203364458,0.192106803005946,0.0149398616737927,0.00100664625786109,0.98285839577316,0.922676271716284,0.690383288527517,1.05315764486061,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.0207810824949765,0.718486047771565,-0.427747678417861,0.0407886031119361
2001,"(64,66]",0.904214220399992,956.771842038042,5838.54299639677,0.0179634136391684,-0.0867982557709667,144.045613915286,0.017436944250861,1.78744341683033,-0.217428667643661,-0.106292505425283,0.19049430207647,0.0159683001897677,0.000991306924084232,0.970642222675878,1.07718122432809,0.968144449752835,1.05839046036994,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.163798013010239,0.785268105429331,0.0047754904419606,0.044125819752334
2002,"(64,66]",0.329527634050063,952.653506778465,5713.02720062382,0.0163747608527471,-0.0986451328655211,143.668329980653,0.0173833651694657,1.75819232115117,-0.242255506619586,-0.261561524059805,0.188243425114718,0.0176023624299432,0.00101539857858521,0.952995113510248,1.04387441134937,1.04910119757865,1.00676032513009,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.370395886602702,0.126355773756112,0.521562361810607,0.0454533314501335
2003,"(64,66]",-0.936703805695018,905.584709137669,5441.48051062263,0.00858278138721377,,143.68715574574,,1.77742296892553,,-0.442785169012816,0.186148898967,0.0179045201626703,0.00100903212892115,0.948774495758671,1.05795930905488,1.10172732833516,0.997124318480165,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.419807415966426,0.00337946195251223,0.370221861833209,0.0382742933368789
2004,"(64,66]",-1.0070487115176,939.25593062023,5420.60752477345,0.014629124625937,-0.0528472419287019,144.584087494776,0.0192054265556542,1.79261668949572,-0.16971271911871,-0.346985278931225,0.187244998280784,0.0189729821759991,0.000981683375221131,0.960469611119117,0.902258613258943,0.992991791401426,1.00078996594151,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.282890601874713,0.0501610615866838,-0.0656863947515292,0.0385743297955992
2005,"(64,66]",0.192102460365204,856.687633301837,5691.23537424434,0.0155340273034428,-0.00902305608146439,145.887803119641,0.0208668767988807,1.81556752532877,-0.146357449341676,-0.0405752210166232,0.190839139016338,0.0198577502071568,0.000976116650153679,1.0202923494379,1.10516390130855,0.989496980121407,1.03728749185997,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.417464930192226,0.515948528373507,-0.360557565786237,0.038314612013973
2006,"(64,66]",-0.0762854987805077,818.356548806938,5639.32563202818,0.0261340231046184,0.030202529311166,146.505681284139,0.0232695749404809,1.82968831080376,-0.134123657576555,0.0942533552073574,0.192688369122188,0.0211631921551857,0.000967172341681102,1.05085430237404,1.06371885145416,1.12095421443355,1.03459501728518,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.775259197240653,0.481586722195734,-0.360207692688531,0.0419212141338015
2007,"(64,66]",1.15342178604767,871.133935289406,5901.32536717046,0.0146582116145376,,147.209886170884,,1.8466173704413,,0.392266795563808,0.196020144544352,0.0231155601733295,0.000955795063038998,1.02170470781515,1.11013808223088,0.90335322478419,1.04784775146148,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.433999663147741,0.650720309326321,-0.0843115874777737,0.0498285446206381
2008,"(64,66]",1.20759728121287,832.667730978219,5918.86912967605,0.022821125577957,0.215232912752089,148.593114427739,0.0396195858994603,1.85619262956477,-0.060947879223864,0.501559496718066,0.197126811654466,0.0238121701718932,0.000975388507856556,0.994301264249754,1.05733780115223,0.964710110508199,1.04772344988095,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.113182632064392,0.649133951981382,0.302162991034059,0.0822513096188882
2009,"(64,66]",0.0824182141305073,891.658416440773,5665.35980266569,0.011521196860768,,148.510030875189,,1.86493810815704,,0.391394009859766,0.196009758571,0.0258973285349842,0.000987597215156634,0.99126224025257,1.08351207071786,0.977796671415506,1.08397414137274,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.0776042328080689,1.11177127695938,-0.0545610560170129,0.0598618706699699
2010,"(64,66]",0.462451336546718,897.390930342301,5745.44505119442,0.0105423720991807,0.270859732718088,148.348311669985,0.0496728743963165,1.88004228485554,-0.0696227276870092,0.233439214604409,0.194576448245679,0.0267547703920855,0.000970462550776654,0.968522779232225,0.955374581190233,0.875799675019682,1.05401627734907,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.188610717717191,0.729444057708854,-0.244149850559443,0.0444190181935227
2011,"(64,66]",0.0384009154570486,845.711898017812,5657.70703968924,0.015837413826695,,148.142993882481,,1.90349205972546,,0.170116241310638,0.193812027967471,0.0283781352373375,0.00096159181232385,0.951078300238713,0.947230369524437,1.03373181946599,1.03071858096313,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.392836363524799,0.432115000231821,-0.068955920783638,0.0429184404364941
2012,"(64,66]",0.0383291067777306,896.372822030168,5651.87905030804,0.0112825699325203,0.212466075282015,147.99007174123,0.0535416939644249,1.90108109174283,-0.129416065235688,0.2496059724984,0.194593356694861,0.0304676164989779,0.000929401220912242,1.0062193559773,1.0391225136592,1.17905850347713,1.01651546724879,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.252709870496552,0.250852512131476,0.0308845247446408,0.0443362998685138
2013,"(64,66]",1.9797635379879,951.17431497302,6070.86543678019,0.0221672105394636,0.128338701273648,146.106076227375,0.0524196441065474,1.889764666838,-0.219334797209767,0.582070366169807,0.197894991166262,0.0339963094217434,0.000901999599056129,1.05633032278425,1.08133372109923,1.21526494454296,1.02131465123819,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.839367950798029,0.312100492557915,0.605432110085115,0.0922547761997087
2014,"(64,66]",2.73566938776692,982.353569446023,6231.24438329022,0.0324753601716691,,143.786035386942,,1.86783479485426,,1.01682578631325,0.202096288258785,0.0366275769202516,0.00089649499121412,1.02286913502062,0.903752166602239,0.810490732597339,0.985362670415069,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.447631821386595,-0.14672463742452,0.178708803503757,0.0514564027793792
2015,"(64,66]",2.62127526674691,1034.68233569568,6199.43764271553,0.0461084747444349,,141.663223613319,,1.83258952997645,,1.34057829390222,0.205110931788539,0.0392267882432619,0.000888814024165892,1.02357641603425,0.850770232382774,0.879336080087817,0.964441800653577,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.455912087127356,-0.41372024011153,0.139144942428545,0.0517750196675336
2016,"(64,66]",1.91931094476103,1016.54830628366,6047.17464119829,0.0411648683262579,-0.207256645860288,140.014825340145,0.0455688849447759,1.8129933893352,-0.455314492838091,1.67087166998403,0.208338708549619,0.0418808057283473,0.000878876012113799,0.993190328710064,0.92829155399764,0.88180138284507,0.960654037548218,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,0.100176710355395,-0.462060299806969,-0.0133857812850497,0.048914007088443
2017,"(64,66]",1.15578023246768,969.76775238388,5882.29340615051,0.0356357726856199,-0.265972689832905,138.648020784482,0.0487012803288061,1.78775717366337,-0.503744031575694,1.73132373576051,0.209018044938724,0.0412326491423597,0.000902250978054131,0.952051988879175,0.954663603185744,0.973366804322691,0.943762255453526,0.984633467437703,0.0854176708538658,0.996859515304904,0.0783566079401558,-0.381437215892588,-0.677636018801759,-0.247083772421536,0.0529631351771846
